iyear,eventid,natlty1_CountryCode,natlty1_txt,gname,success,[EG.ELC.ACCS.ZS],[FX.OWN.TOTL.SO.ZS],[SE.PRM.TENR],[SH.XPD.GHED.GD.ZS],[SE.PRM.CUAT.ZS],[SE.TER.CUAT.ST.ZS],[SE.SEC.CUAT.UP.ZS],[SE.TER.CUAT.MS.ZS],[SE.TER.CUAT.DO.ZS],[SE.XPD.PRIM.ZS],[SE.XPD.SECO.ZS],[SE.XPD.TERT.ZS],[SE.XPD.TOTL.GB.ZS],[SE.XPD.TOTL.GD.ZS],[IT.NET.USER.ZS],[IC.FRM.CORR.ZS],[SM.POP.TOTL.ZS],[SI.POV.NAHC],[SP.RUR.TOTL.ZS]
2010,100445,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,63.13428116,0,81.0664978,1.16217061,0,0,0,0,0,0,0,0,0,0,12.35,68.2,1.211585873,0,68.224
2010,100447,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,63.13428116,0,81.0664978,1.16217061,0,0,0,0,0,0,0,0,0,0,12.35,68.2,1.211585873,0,68.224
2011,105408,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105409,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),0,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105411,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105413,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105414,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105416,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105418,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105420,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105423,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105426,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105427,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105429,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105432,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105433,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105437,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105438,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105439,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105441,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105445,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105446,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105447,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105448,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105449,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105452,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105453,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),0,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105454,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105455,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105457,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105458,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105460,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105463,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105464,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105465,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105467,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105468,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105469,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),0,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105471,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105473,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105474,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105476,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105477,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105478,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105479,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105480,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105481,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105483,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105484,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105486,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105488,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105489,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105491,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105492,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105493,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105497,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105498,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105499,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105500,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105501,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),0,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105505,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105506,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105508,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105510,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105511,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105512,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105513,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105514,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105515,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105517,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),0,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105518,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105519,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105520,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105521,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105522,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2011,105523,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,64.53218079,11.12170029,0,1.15001395,0,0,0,0,0,0,0,0,0,0,14.905,0,0,0,67.636
2012,113734,YEM,Yemen,Muslim extremists,1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113736,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113737,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113740,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),0,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113741,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113743,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113744,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113745,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113749,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113750,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113751,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113754,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113755,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113758,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113759,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113760,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113770,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113771,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113772,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113776,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113777,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113778,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113779,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113780,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113781,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113782,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113783,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113784,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113785,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113786,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113787,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113789,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113790,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113791,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113792,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113793,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113794,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113796,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113797,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113799,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113801,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113804,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113805,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113806,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113808,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113809,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),0,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113810,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113811,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113812,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),0,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113813,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113814,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113816,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113817,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113818,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113819,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113820,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113823,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113824,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113826,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113827,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113828,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113829,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113830,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113831,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113833,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
2012,113834,YEM,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),1,65.94210052,0,84.54756927,1.36973775,0,0,0,0,0,0,0,0,0,0,17.4465,0,0,0,67.042
